Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Departamento de Saúde da família DESF
Painel Indicador
Estratégia eSUS- AB
Unidade Geográfica: Munícipio
"Indicador: Proporção de crianças de 1 (um) ano de idade vacinadas na APS contra Difteria, Tétano, Coqueluche, Hepatite B, infecções causadas por haemophilus influenzae tipo b e Poliomielite inativada"
Dados Preliminares:
Considerado apenas (eSF e eAP) válidas para o componente de desempenho
Dados sujeitos à alteração


UF;IBGE;Munícipio;Numerador;Denominador Utilizado;2022 Q1 (%);Denominador Identificado;Denominador Estimado;Cadastro;Base Externa;Percentual;População;
MG;311130;CAMPO DO MEIO;38;47;81;47;45;13545;39;104;11651;
MT;510895;NOVA MONTE VERDE;38;48;79;48;29;9027;30;166;9277;
MT;510305;CLÁUDIA;38;48;79;48;30;12336;30;160;12245;
SC;420150;ARMAZÉM;38;49;78;49;29;9177;28;169;8759;
PI;220240;CAPITÃO DE CAMPOS;38;50;76;50;51;13295;44;98;11445;
PR;412510;SÃO JOÃO DO TRIUNFO;38;51;75;51;41;13393;47;124;15241;
PR;410800;FLORESTÓPOLIS;38;51;75;51;44;12747;36;116;10453;
PA;150300;FARO;38;52;73;52;47;9593;35;111;7070;
MT;510735;SÃO JOSÉ DO XINGU;38;53;72;53;18;6919;15;294;5620;
BA;290610;CANÁPOLIS;38;53;72;53;37;10203;35;143;9703;
BA;292670;RIO DE CONTAS;38;53;72;53;40;15194;34;133;12932;
BA;292480;PIRITIBA;38;55;69;55;38;17062;56;145;24964;
PB;250905;MARCAÇÃO;38;55;69;55;54;9339;50;102;8653;
MT;510805;TERRA NOVA DO NORTE;38;56;68;56;56;11700;45;100;9473;
MG;315360;PRUDENTE DE MORAIS;38;57;67;57;43;12141;38;133;10834;
GO;521483;NOVA CRIXÁS;38;62;61;62;43;13003;43;144;12945;
PR;412730;TERRA RICA;38;62;61;62;52;16793;52;119;16924;
BA;290682;CANUDOS;38;63;60;63;48;11815;68;131;16753;
AP;160015;PEDRA BRANCA DO AMAPARI;38;64;59;64;53;11642;78;121;17067;
MG;310260;ANDRADAS;38;65;58;39;65;19905;136;60;41396;
GO;520010;ABADIÂNIA;38;65;58;65;45;16889;54;144;20461;
BA;291310;IBITITÁ;38;67;57;67;45;15416;50;149;17080;
AL;270650;PASSO DE CAMARAGIBE;38;67;57;67;54;14354;57;124;15258;
SP;351750;GUAPIAÇU;38;70;54;54;70;20895;73;77;21775;
AM;130040;BARCELOS;38;72;53;72;58;10339;156;124;27638;
AL;270170;CAPELA;38;74;51;74;55;15675;60;135;16979;
SP;355370;TAQUARITINGA;38;76;50;62;76;27671;158;82;57364;
PB;250860;LUCENA;38;78;49;78;67;15058;59;116;13214;
PA;150475;MOJUÍ DOS CAMPOS;38;79;48;79;62;15180;66;127;16184;
RJ;330225;ITATIAIA;38;95;40;95;67;19378;111;142;32064;
AP;160040;MAZAGÃO;38;96;40;77;96;15413;137;80;22053;
SP;351870;GUARUJÁ;381;613;62;613;703;185186;1225;87;322750;
PE;261640;VITÓRIA DE SANTO ANTÃO;383;508;75;508;466;109679;593;109;139583;
RS;431340;NOVO HAMBURGO;383;625;61;625;680;175997;954;92;247032;
ES;320320;LINHARES;386;745;52;745;733;161853;800;102;176688;
CE;231340;TIANGUÁ;388;445;87;445;452;75179;460;98;76537;
SC;420930;LAGES;388;686;57;568;686;149301;723;83;157349;
PA;150835;VITÓRIA DO XINGU;39;104;38;80;104;14128;113;77;15279;
MA;210825;PEDRO DO ROSÁRIO;39;114;34;114;71;17444;103;161;25354;
MG;312030;CRISTÁLIA;39;39;100;39;16;5724;17;244;5982;
PI;220173;BETÂNIA DO PIAUÍ;39;40;98;40;30;6616;28;133;6210;
PR;411885;PEROBAL;39;40;98;40;43;8562;31;93;6160;
MG;315630;RODEIRO;39;41;95;41;33;10464;26;124;8224;
SC;421110;MONTE CASTELO;39;41;95;41;42;9701;36;98;8269;
MG;314345;MONTEZUMA;39;42;93;42;16;7397;18;263;8315;
PR;410895;GUAMIRANGA;39;42;93;42;26;8175;28;162;8811;
MG;314505;NOVA PORTEIRINHA;39;43;91;43;21;7256;22;205;7497;
RS;431570;RIO PARDO;39;43;91;43;33;11172;113;130;38265;
PR;412520;SÃO JORGE D'OESTE;39;43;91;43;39;11016;32;110;9028;
SP;352450;JACI;39;43;91;43;40;9600;30;108;7196;
TO;170070;ALVORADA;39;44;89;44;45;11060;34;98;8396;
PR;410320;BOM SUCESSO;39;45;87;45;19;7367;18;237;7068;
ES;320316;LARANJA DA TERRA;39;45;87;45;31;12647;27;145;10933;
MA;211105;SÃO JOÃO DO PARAÍSO;39;46;85;46;39;10110;43;118;11193;
SE;280270;ILHA DAS FLORES;39;46;85;46;39;9394;35;118;8521;
BA;293076;SÍTIO DO QUINTO;39;46;85;46;43;11806;35;107;9701;
RS;430810;FELIZ;39;46;85;46;47;14552;44;98;13640;
SP;351770;GUARÁ;39;46;85;46;51;15729;69;90;21308;
PR;410410;CAMPO DO TENENTE;39;47;83;47;41;8951;37;115;8045;
PB;251550;SERRA BRANCA;39;47;83;47;49;14707;46;96;13754;
SC;421230;PAULO LOPES;39;48;81;48;41;11629;27;117;7569;
MG;313180;ITABIRINHA;39;49;80;49;27;10386;30;181;11576;
PI;220160;BENEDITINOS;39;49;80;49;31;11365;29;158;10473;
BA;291735;JABORANDI;39;49;80;49;38;10952;29;129;8277;
MG;310030;ABRE CAMPO;39;49;80;49;45;14279;42;109;13444;
SC;421340;PONTE SERRADA;39;49;80;49;46;11638;46;107;11634;
RS;430270;BUTIÁ;39;49;80;49;48;17817;57;102;20952;
SC;420260;BOM RETIRO;39;50;78;50;28;9502;30;179;10060;
BA;290230;ARATUÍPE;39;51;76;51;29;9094;28;176;8837;
BA;290050;ÉRICO CARDOSO;39;51;76;51;31;11244;29;165;10560;
RN;240170;BOM JESUS;39;51;76;51;36;11221;33;142;10267;
SP;352190;ITAJOBI;39;51;76;51;57;17697;49;89;15297;
CE;230050;ALCÂNTARAS;39;52;75;52;33;11603;33;158;11781;
MG;314085;MATIAS CARDOSO;39;53;74;53;22;8547;29;241;11260;
RN;240070;ALTO DO RODRIGUES;39;53;74;53;43;14082;45;123;14728;
AL;270560;NOVO LINO;39;54;72;54;31;10322;38;174;12764;
BA;291280;IBIRAPUÃ;39;55;71;55;34;10118;29;162;8690;
AM;130006;AMATURÁ;39;56;70;56;38;6111;73;147;11736;
BA;291250;IBIPITANGA;39;56;70;56;39;14460;40;144;14947;
ES;320313;JOÃO NEIVA;39;56;70;56;56;17893;52;100;16722;
SP;353910;PIRAPORA DO BOM JESUS;39;57;68;57;59;14991;75;97;19178;
PR;410230;BALSA NOVA;39;59;66;48;59;14742;52;81;13092;
BA;291970;MACARANI;39;59;66;59;37;14409;49;159;18909;
AL;270870;SÃO MIGUEL DOS MILAGRES;39;61;64;61;32;10833;24;191;8013;
MG;314200;MIRABELA;39;61;64;61;46;13155;48;133;13620;
PE;260820;JOAQUIM NABUCO;39;61;64;61;47;13410;56;130;16011;
AM;130165;GUAJARÁ;39;67;58;67;47;10556;76;143;16937;
BA;290260;BAIXA GRANDE;39;70;56;70;37;15721;48;189;20449;
BA;292905;SÃO FÉLIX DO CORIBE;39;73;53;54;73;15073;75;74;15468;
BA;292350;PALMEIRAS;39;73;53;73;57;12082;43;128;9071;
MA;211100;SÃO JOÃO BATISTA;39;73;53;73;62;21105;61;118;20701;
PI;221040;SÃO MIGUEL DO TAPUIO;39;76;51;76;64;19918;57;119;17639;
SP;354850;SANTOS;390;544;72;544;378;128142;1278;144;433656;
MA;210140;BALSAS;390;549;71;549;645;96313;642;85;95929;
MG;310620;BELO HORIZONTE;3926;8932;44;6094;8932;2521101;8934;68;2521564;
SP;352250;ITAPEVI;394;492;80;492;428;83997;1227;115;240961;
RS;432300;VIAMÃO;394;540;73;540;321;93205;883;168;256302;
BA;291480;ITABUNA;396;611;65;515;611;162700;802;84;213685;
PR;411950;PIRAQUARA;399;477;84;477;391;92508;486;122;114970;
MG;310140;ALBERTINA;4;10;40;10;4;3226;4;250;3011;
SP;354480;SALES;4;10;40;5;10;4467;14;50;6407;
PR;410322;BOM SUCESSO DO SUL;4;10;40;8;10;3754;9;80;3254;
RS;430187;BARRA DO QUARAÍ;4;12;33;12;9;3284;12;133;4227;
MG;315610;RITÁPOLIS;4;12;33;6;12;5377;10;50;4562;
PI;220785;PAVUSSU;4;13;31;13;11;4306;9;118;3669;
RS;430620;CRUZEIRO DO SUL;4;13;31;4;13;5131;31;31;12402;
SP;353570;PARAÍSO;4;13;31;7;13;4515;19;54;6496;
GO;520160;ARAÇU;4;13;31;7;13;5221;9;54;3486;
SC;420250;BOM JARDIM DA SERRA;4;14;29;14;10;4906;10;140;4772;
MG;315040;PIEDADE DOS GERAIS;4;15;27;15;11;5340;10;136;5009;
RS;431740;SANTIAGO;4;154;3;120;154;43497;175;78;49360;
RS;431245;MORRO REDONDO;4;16;25;10;16;7466;14;63;6589;
PI;220675;NOSSA SENHORA DE NAZARÉ;4;16;25;13;16;5696;14;81;4891;
SC;421020;MAJOR GERCINO;4;19;21;19;7;3804;6;271;3454;
SP;350960;CAMPO LIMPO PAULISTA;4;22;18;5;22;6296;296;23;85541;
RJ;330090;CAMBUCI;4;28;14;5;28;9648;45;18;15514;
PI;221065;SIGEFREDO PACHECO;4;35;11;35;23;8599;27;152;10058;
CE;231260;SÃO LUÍS DO CURU;4;36;11;36;41;12151;44;88;13044;
PR;412270;SABÁUDIA;4;37;11;37;35;9277;26;106;6891;
SP;353284;NOVA CANAÃ PAULISTA;4;4;100;4;0;2455;0;0;1852;
MG;316556;SEM-PEIXE;4;4;100;4;2;2602;2;200;2606;
RS;432163;TRÊS ARROIOS;4;4;100;4;2;2942;2;200;2643;
SP;351580;FLORA RICA;4;4;100;4;3;1877;2;133;1430;
MG;316560;SENADOR CORTES;4;4;100;4;3;2137;3;133;2003;
RS;431755;SANTO ANTÔNIO DO PALMA;4;4;100;4;3;2269;3;133;2123;
MG;314750;PASSABÉM;4;4;100;4;4;1905;3;100;1633;
RS;431849;SÃO JOSÉ DO INHACORÁ;4;4;100;4;4;2555;3;100;2056;
PR;411065;IRACEMA DO OESTE;4;4;100;4;4;2726;3;100;2251;
GO;520430;CAÇU;4;48;8;48;41;14150;47;117;16270;
MG;317060;VARGEM BONITA;4;5;80;4;5;2139;5;80;2148;
PR;411600;MIRASELVA;4;5;80;4;5;2440;4;80;1796;
RS;431936;SÃO PEDRO DAS MISSÕES;4;5;80;5;2;2271;2;250;2017;
RS;430462;CAPÃO BONITO DO SUL;4;5;80;5;3;2264;2;167;1641;
RN;240480;IPUEIRA;4;5;80;5;3;2501;3;167;2253;
SP;355530;TURMALINA;4;5;80;5;4;2150;3;125;1696;
SP;351330;CRUZÁLIA;4;5;80;5;4;2709;3;125;2046;
SP;351090;CÁSSIA DOS COQUEIROS;4;5;80;5;5;2935;4;100;2505;
RS;430543;CHUÍ;4;5;80;5;5;3043;12;100;6770;
SP;352830;MAGDA;4;5;80;5;5;3374;5;100;3102;
ES;320255;IBITIRAMA;4;51;8;51;53;10704;44;96;8859;
GO;521470;NOVA AMÉRICA;4;6;67;4;6;2864;5;67;2357;
PR;410302;BOA ESPERANÇA DO IGUAÇU;4;6;67;5;6;2661;6;83;2470;
RS;430237;BOM PROGRESSO;4;6;67;5;6;2704;4;83;1899;
PR;410855;GODOY MOREIRA;4;6;67;5;6;3215;5;83;2898;
RS;430485;CARLOS GOMES;4;6;67;6;1;1732;1;600;1351;
MG;312350;DOURADOQUARA;4;6;67;6;1;2000;1;600;1912;
SP;351590;FLOREAL;4;6;67;6;2;3096;2;300;2900;
AM;130115;CAREIRO DA VÁRZEA;4;6;67;6;3;1448;57;200;30846;
SP;354440;RUBIÁCEA;4;6;67;6;3;2099;5;200;3162;
MG;314780;PASSA-VINTE;4;6;67;6;3;2213;3;200;2031;
GO;521480;NOVA AURORA;4;6;67;6;3;2545;3;200;2222;
MG;310700;BIQUINHAS;4;6;67;6;3;3318;2;200;2498;
RS;430205;BENJAMIN CONSTANT DO SUL;4;6;67;6;4;1662;5;150;1958;
RS;430537;CHARRUA;4;6;67;6;4;1840;7;150;3252;
TO;170625;CRIXÁS DO TOCANTINS;4;6;67;6;4;2106;3;150;1735;
SP;354930;SÃO JOÃO DO PAU D'ALHO;4;6;67;6;4;2640;3;150;2100;
PR;412360;SANTA INÊS;4;6;67;6;5;1890;4;120;1594;
PR;412135;RANCHO ALEGRE D'OESTE;4;6;67;6;7;2941;6;86;2628;
PA;150285;CURUÁ;4;61;7;61;48;11369;61;127;14587;
RJ;330140;CONCEIÇÃO DE MACABU;4;61;7;61;61;18402;77;100;23398;
SC;420690;IBIRAMA;4;69;6;69;69;21806;60;100;19096;
PI;220915;SANTA CRUZ DOS MILAGRES;4;7;57;4;7;4145;7;57;4033;
GO;521580;PALMELO;4;7;57;7;2;2811;2;350;2381;
SP;350775;BREJO ALEGRE;4;7;57;7;7;3093;7;100;2889;
PR;411060;IPORÃ;4;74;5;74;71;17516;56;104;13782;
RS;431238;MONTE BELO DO SUL;4;8;50;8;4;3578;3;200;2530;
SC;421895;URUPEMA;4;8;50;8;6;2992;5;133;2459;
RS;430085;ARAMBARÉ;4;8;50;8;7;2420;10;114;3562;
RS;431643;SALDANHA MARINHO;4;8;50;8;7;2852;6;114;2622;
MG;312990;IBITIÚRA DE MINAS;4;8;50;8;7;3789;6;114;3492;
PB;251385;SANTO ANDRÉ;4;8;50;8;8;3276;6;100;2509;
MS;500310;CORGUINHO;4;8;50;8;8;4627;11;100;6054;
MG;313500;JAGUARAÇU;4;8;50;8;9;3982;7;89;3142;
MT;510370;FELIZ NATAL;4;85;5;85;41;10684;56;207;14522;
PA;150295;ELDORADO DOS CARAJÁS;4;87;5;87;62;17298;122;140;33940;
RN;240840;OLHO-D'ÁGUA DO BORGES;4;9;44;9;2;4906;2;450;4244;
SP;352965;MESÓPOLIS;4;9;44;9;4;2690;3;225;1905;
MG;312280;DOM VIÇOSO;4;9;44;9;5;3262;5;180;2997;
PI;220975;SÃO GONÇALO DO GURGUÉIA;4;9;44;9;7;3343;6;129;3057;
BA;293200;UAUÁ;4;90;4;90;90;22912;95;100;24113;
MG;313770;LAJINHA;4;92;4;77;92;21202;86;84;19918;
MA;211210;TIMBIRAS;4;98;4;51;98;17572;163;52;29183;
ES;320340;MIMOSO DO SUL;4;99;4;99;73;26764;71;136;26115;
PI;220270;COCAL;40;106;38;106;125;27480;127;85;27845;
MA;210805;PAULINO NEVES;40;111;36;93;111;17652;102;84;16166;
MA;211040;SÃO BENEDITO DO RIO PRETO;40;112;36;85;112;18233;115;76;18717;
RS;431730;SANTA VITÓRIA DO PALMAR;40;113;35;94;113;30407;110;83;29483;
CE;230710;JARDIM;40;115;35;90;115;25642;122;78;27181;
RJ;330045;BELFORD ROXO;40;312;13;312;356;90208;2024;88;513118;
SP;352350;ITATINGA;40;41;98;41;20;5974;71;205;20921;
RS;430520;CERRO LARGO;40;43;93;43;31;14306;31;139;14189;
MG;316200;SÃO GONÇALO DO SAPUCAÍ;40;43;93;43;50;14758;87;86;25561;
SP;352860;MANDURI;40;44;91;44;28;9551;29;157;9910;
SP;355510;TUPI PAULISTA;40;44;91;44;31;15132;32;142;15583;
TO;171670;COLMÉIA;40;45;89;45;28;9409;24;161;8141;
BA;291185;HELIÓPOLIS;40;45;89;45;32;13272;31;141;12987;
PE;261280;SANTA TEREZINHA;40;45;89;45;36;10861;39;125;11865;
PE;261610;VERDEJANTE;40;46;87;46;30;9908;29;153;9553;
RS;430105;ARROIO DO SAL;40;47;85;47;25;12738;20;188;10279;
PB;251690;UIRAÚNA;40;47;85;47;44;14933;45;107;15300;
SP;355610;VALENTIM GENTIL;40;47;85;47;53;15731;46;89;13532;
PI;220490;ISAÍAS COELHO;40;48;83;48;33;9422;30;145;8566;
PR;411020;INÁCIO MARTINS;40;48;83;48;40;11625;38;120;11121;
PR;411400;MAMBORÊ;40;48;83;48;52;14195;48;92;13014;
MG;317052;URUCUIA;40;49;82;49;15;10537;25;327;17173;
MG;313400;ITINGA;40;49;82;49;34;13752;37;144;15022;
BA;292105;MATINA;40;51;78;51;26;10793;30;196;12283;
PB;251160;PILÕES;40;51;78;51;42;8050;34;121;6576;
BA;293160;TEOLÂNDIA;40;52;77;52;39;12561;47;133;15022;
MG;317005;UBAPORANGA;40;52;77;52;44;13718;40;118;12493;
MG;314465;NINHEIRA;40;53;75;53;27;10181;27;196;10326;
MG;315820;SANTA MARIA DO SUAÇUÍ;40;53;75;53;46;13105;51;115;14611;
SP;351410;DOIS CÓRREGOS;40;53;75;53;50;15200;90;106;27512;
GO;521530;ORIZONA;40;54;74;54;50;14546;54;108;15725;
RN;240910;PASSA E FICA;40;55;73;55;37;13096;38;149;13474;
RS;430230;BOM JESUS;40;55;73;55;47;11554;46;117;11309;
BA;293180;TREMEDAL;40;55;73;55;50;15696;52;110;16189;
MA;210325;CIDELÂNDIA;40;58;69;58;34;12581;40;171;14777;
AL;270610;OURO BRANCO;40;59;68;59;59;11965;57;100;11535;
MG;310100;ÁGUAS VERMELHAS;40;60;67;60;44;13795;43;136;13599;
PR;411540;MARMELEIRO;40;61;66;61;58;15271;55;105;14387;
PI;220595;MARCOLÂNDIA;40;62;65;62;52;13089;34;119;8543;
MA;211140;SÃO LUÍS GONZAGA DO MARANHÃO;40;77;52;62;77;20202;71;81;18727;
SC;421000;LUIZ ALVES;40;82;49;82;63;16308;51;130;13107;
AC;120005;ASSIS BRASIL;40;91;44;74;91;10388;66;81;7534;
SP;350750;BOTUCATU;400;457;88;457;345;97983;522;132;148130;
SP;350330;ARARAS;400;480;83;480;305;88969;465;157;135506;
CE;230730;JUAZEIRO DO NORTE;402;920;44;920;1047;216971;1333;88;276264;
SP;352230;ITAPETININGA;408;452;90;452;299;79081;626;151;165526;
SP;350410;ATIBAIA;408;490;83;490;524;119003;635;94;144088;
CE;230640;ITAPIPOCA;408;649;63;649;611;126692;630;106;130539;
PI;220865;QUEIMADA NOVA;41;45;91;45;25;9968;23;180;9017;
MG;311680;COLUNA;41;45;91;45;26;9439;24;173;8841;
RN;241230;SÃO JOSÉ DO CAMPESTRE;41;45;91;45;42;12455;43;107;12879;
PB;250820;LAGOA DE DENTRO;41;46;89;46;30;8723;27;153;7737;
RO;110170;URUPÁ;41;46;89;46;41;11765;39;112;11272;
PB;251700;UMBUZEIRO;41;47;87;47;25;10666;23;188;9911;
PI;220250;CARACOL;41;47;87;47;46;10829;47;102;10964;
MG;316840;TARUMIRIM;41;49;84;49;31;14190;31;158;14302;
MG;314100;MATO VERDE;41;49;84;49;46;14179;40;107;12412;
PE;261255;SANTA FILOMENA;41;50;82;50;37;11075;48;135;14562;
PB;250920;MASSARANDUBA;41;50;82;50;52;14839;49;96;13998;
SP;353240;NAZARÉ PAULISTA;41;51;80;51;31;9430;62;165;18698;
BA;292130;MILAGRES;41;52;79;52;39;11106;38;133;10893;
MG;310690;BICAS;41;54;76;54;45;15178;43;120;14554;
RJ;330280;MENDES;41;58;71;58;60;18505;60;97;18648;
BA;292270;NOVA CANAÃ;41;59;69;59;34;13807;41;174;16472;
PE;261550;TRACUNHAÉM;41;59;69;59;36;11200;44;164;13813;
BA;293345;WANDERLEY;41;59;69;59;52;12718;50;113;12180;
SC;420600;GOVERNADOR CELSO RAMOS;41;60;68;60;68;22707;44;88;14606;
PI;220110;AVELINO LOPES;41;61;67;46;61;12757;54;75;11326;
GO;520180;ARAGOIÂNIA;41;61;67;61;48;13614;37;127;10496;
PE;260440;CHÃ DE ALEGRIA;41;61;67;61;57;13006;59;107;13556;
SC;421510;RODEIO;41;64;64;64;46;13688;39;139;11600;
MG;310790;BOM REPOUSO;41;65;63;65;48;13560;37;135;10537;
BA;292040;MANOEL VITORINO;41;65;63;65;52;14209;48;125;13087;
PA;150740;SÃO FRANCISCO DO PARÁ;41;67;61;67;56;16001;56;120;15930;
GO;522060;SILVÂNIA;41;69;59;69;67;21892;64;103;20816;
AM;130320;NOVO AIRÃO;41;70;59;70;79;16747;94;89;19928;
MG;314600;OURO FINO;41;72;57;72;48;18970;86;150;33791;
PA;150276;CUMARU DO NORTE;41;73;56;73;44;11388;53;166;13761;
RS;431640;ROSÁRIO DO SUL;41;78;53;61;78;20534;150;78;39314;
SP;350860;CACHOEIRA PAULISTA;41;88;47;64;88;28512;104;73;33581;
SP;354980;SÃO JOSÉ DO RIO PRETO;412;1066;39;542;1066;298527;1660;51;464983;
MA;211120;SÃO JOSÉ DE RIBAMAR;414;801;52;801;848;158315;959;94;179028;
PR;410180;ARAUCÁRIA;415;478;87;478;402;86652;679;119;146214;
MT;510795;TANGARÁ DA SERRA;415;493;84;493;443;94377;496;111;105711;
MG;314800;PATOS DE MINAS;418;549;76;549;623;168943;566;88;153585;
RJ;330260;MANGARATIBA;42;115;37;71;115;38020;137;62;45220;
MG;310900;BRUMADINHO;42;165;25;165;107;37036;118;154;40666;
MG;313470;JACINTO;42;44;95;44;25;12485;25;176;12323;
PB;250800;JURU;42;45;93;45;26;9238;28;173;9849;
RN;240010;ACARI;42;46;91;46;26;11967;24;177;11121;
RS;431900;SÃO MARCOS;42;47;89;47;38;13148;62;124;21658;
SP;350690;BOFETE;42;48;88;48;15;5653;32;320;11921;
SP;353282;NOVA CAMPINA;42;48;88;48;37;10642;34;130;9860;
RS;430140;ARVOREZINHA;42;48;88;48;37;11246;34;130;10423;
MG;312810;GUAPÉ;42;48;88;48;40;14598;39;120;14258;
SP;353140;MONTE APRAZÍVEL;42;49;86;49;45;18060;63;109;25373;
BA;292560;PRESIDENTE DUTRA;42;50;84;50;40;15910;38;125;15160;
SP;355600;URUPÊS;42;50;84;50;41;16088;35;122;13888;
BA;292140;MIRANGABA;42;50;84;50;45;15193;55;111;18474;
SC;421825;TIMBÓ GRANDE;42;51;82;51;29;7297;32;176;7941;
CE;230600;IRACEMA;42;51;82;51;41;15988;37;124;14326;
PE;261430;MOREILÂNDIA;42;51;82;51;44;11841;42;116;11270;
SP;353890;PIRAJUÍ;42;52;81;52;29;11380;66;179;25719;
PR;410560;CIDADE GAÚCHA;42;53;79;53;40;12759;40;133;12797;
MG;312370;ENGENHEIRO CALDAS;42;54;78;54;26;11000;26;208;11202;
BA;293305;VÁRZEA DA ROÇA;42;55;76;55;35;13884;36;157;14121;
PI;220070;ANÍSIO DE ABREU;42;55;76;55;36;10446;34;153;9938;
PE;260180;BETÂNIA;42;55;76;55;45;12382;46;122;12765;
MG;313360;ITAPEVA;42;55;76;55;46;12965;35;120;9881;
PB;250070;SÃO JOÃO DO RIO DO PEIXE;42;56;75;56;50;18006;50;112;18026;
BA;292010;MAIRI;42;57;74;57;44;17936;46;130;18602;
AC;120001;ACRELÂNDIA;42;58;72;58;57;12848;69;102;15490;
MG;313230;ITAIPÉ;42;59;71;59;50;12064;53;118;12836;
PI;220660;MONTE ALEGRE DO PIAUÍ;42;59;71;59;54;11114;52;109;10615;
PE;260800;JATAÚBA;42;63;67;63;66;15857;72;95;17228;
SC;421175;OTACÍLIO COSTA;42;65;65;50;65;17242;71;77;18975;
SE;280620;SALGADO;42;65;65;65;72;20167;71;90;20025;
BA;290660;CANDIBA;42;67;63;67;30;12562;34;223;14368;
PR;410360;CAMBARÁ;42;74;57;74;79;24661;82;94;25466;
SC;420455;CORREIA PINTO;42;76;55;50;76;15668;61;66;12553;
MG;310150;ALÉM PARAÍBA;42;83;51;67;83;26110;113;81;35401;
MA;210380;DOM PEDRO;42;87;48;63;87;20138;101;72;23372;
AM;130050;BARREIRINHA;42;89;47;58;89;11312;256;65;32483;
SE;280440;NEÓPOLIS;42;90;47;90;66;17017;72;136;18703;
AC;120013;BUJARI;42;95;44;51;95;10600;93;54;10420;
MA;211050;SÃO BENTO;42;96;44;96;86;27177;144;112;45604;
RO;110012;JI-PARANÁ;422;517;82;517;561;110783;658;92;130009;
RJ;330390;PETRÓPOLIS;424;820;52;617;820;199790;1258;75;306678;
MG;314520;NOVA SERRANA;426;577;74;577;473;100851;495;122;105520;
PE;260600;GARANHUNS;427;597;72;597;704;135722;729;85;140577;
SC;420395;CAPIVARI DE BAIXO;43;107;40;107;104;26361;99;103;25177;
GO;520330;BELA VISTA DE GOIÁS;43;116;37;89;116;28418;125;77;30492;
RJ;330360;PARACAMBI;43;124;35;124;80;32788;128;155;52683;
MA;211245;TURILÂNDIA;43;125;34;125;75;19730;98;167;25868;
BA;292170;MORRO DO CHAPÉU;43;126;34;126;145;32534;158;87;35440;
MA;211250;TUTÓIA;43;235;18;159;235;46667;299;68;59398;
PR;411727;NOVA TEBAS;43;44;98;44;40;8730;25;110;5448;
RS;431250;MOSTARDAS;43;46;93;46;24;8693;35;192;12847;
SP;351320;CRISTAIS PAULISTA;43;46;93;46;27;8584;27;170;8718;
SP;354170;QUATÁ;43;46;93;46;45;15923;40;102;14210;
PR;411880;PEABIRU;43;48;90;48;39;13196;41;123;14007;
MG;314990;PERDÕES;43;48;90;48;46;22622;44;104;21485;
PE;261520;TERRA NOVA;43;49;88;49;29;9636;31;169;10206;
SP;355190;SEVERÍNIA;43;49;88;49;52;16438;56;94;17661;
MG;312760;GOUVEIA;43;50;86;50;42;13331;37;119;11818;
TO;171330;MIRANORTE;43;50;86;50;52;13473;52;96;13493;
MG;310825;BONITO DE MINAS;43;51;84;51;27;10397;29;189;11369;
ES;320070;ATILIO VIVACQUA;43;52;83;52;35;12302;34;149;12105;
RN;240050;ALEXANDRIA;43;52;83;52;49;13554;49;106;13553;
RS;432010;SARANDI;43;53;81;53;31;8712;88;171;24763;
SP;351450;DUARTINA;43;53;81;53;49;15552;39;108;12433;
PA;150175;BREJO GRANDE DO ARAGUAIA;43;55;78;55;23;7472;23;239;7368;
PB;250160;BARRA DE SANTA ROSA;43;55;78;55;34;14036;38;162;15497;
BA;290265;BANZAÊ;43;56;77;56;50;13580;49;112;13240;
RS;431270;NONOAI;43;57;75;47;57;11964;55;82;11633;
PR;410310;BOCAIÚVA DO SUL;43;57;75;57;32;9996;42;178;13129;
MA;210920;PRESIDENTE JUSCELINO;43;57;75;57;52;11362;59;110;12838;
MS;500375;ELDORADO;43;58;74;58;36;12083;37;161;12400;
RN;240180;BREJINHO;43;60;72;60;56;15295;47;107;12787;
RO;110032;SÃO MIGUEL DO GUAPORÉ;43;61;70;61;68;15474;102;90;23077;
BA;292260;NILO PEÇANHA;43;63;68;63;42;13831;43;150;14079;
MA;210177;BELA VISTA DO MARANHÃO;43;63;68;63;69;13025;60;91;11279;
CE;230445;FORTIM;43;65;66;65;58;18081;53;112;16631;
MG;317000;UBAÍ;43;68;63;68;33;10864;38;206;12599;
CE;231375;UMIRIM;43;68;63;68;50;13360;75;136;19903;
SE;280150;CARMÓPOLIS;43;73;59;73;55;14374;65;133;16937;
SC;421120;MORRO DA FUMAÇA;43;73;59;73;66;18865;63;111;17947;
BA;290780;CÍCERO DANTAS;43;75;57;75;82;27426;97;91;32576;
RS;431100;JAGUARÃO;43;75;57;75;83;23795;92;90;26500;
MA;210375;DAVINÓPOLIS;43;76;57;61;76;13962;70;80;12916;
MA;210740;OLHO D'ÁGUA DAS CUNHÃS;43;76;57;76;79;18910;82;96;19561;
MA;211030;SANTO ANTÔNIO DOS LOPES;43;78;55;57;78;15495;73;73;14522;
SP;354075;POTIM;43;80;54;80;36;14309;64;222;25130;
SP;354800;SANTO ANTÔNIO DE POSSE;43;81;53;81;52;20469;60;156;23529;
AL;270050;BARRA DE SANTO ANTÔNIO;43;84;51;84;95;17196;89;88;16068;
MT;510190;BRASNORTE;43;92;47;92;71;15568;92;130;20140;
PI;220150;BATALHA;43;95;45;95;110;27899;106;86;26905;
