uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",M,1
PE,PNEUMONIA,HOSPITAL,"< 9",F,6
PE,PNEUMONIA,HOSPITAL,"< 9",M,14
PE,SEPTICEMIA,HOSPITAL,"< 9",F,66
PE,SEPTICEMIA,HOSPITAL,"< 9",I,1
PE,SEPTICEMIA,HOSPITAL,"< 9",M,82
PE,SEPTICEMIA,OUTRO,"< 9",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
PE,SRAG,HOSPITAL,"< 9",F,8
PE,SRAG,HOSPITAL,"< 9",M,6
PE,SRAG,VIA_PUBLICA,"< 9",M,1
PI,OUTRAS,DOMICILIO,"< 9",F,2
PI,OUTRAS,DOMICILIO,"< 9",M,3
PI,OUTRAS,HOSPITAL,"< 9",F,15
PI,OUTRAS,HOSPITAL,"< 9",M,12
PI,OUTRAS,IGNORADO,"< 9",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,OUTRAS,VIA_PUBLICA,"< 9",F,1
PI,COVID,HOSPITAL,"< 9",F,3
PI,COVID,OUTRO,"< 9",F,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
PI,PNEUMONIA,HOSPITAL,"< 9",F,5
PI,PNEUMONIA,HOSPITAL,"< 9",M,3
PI,SEPTICEMIA,DOMICILIO,"< 9",M,1
PI,SEPTICEMIA,HOSPITAL,"< 9",F,8
PI,SEPTICEMIA,HOSPITAL,"< 9",M,11
PI,SEPTICEMIA,OUTRO,"< 9",M,1
PR,OUTRAS,DOMICILIO,"< 9",F,5
PR,OUTRAS,DOMICILIO,"< 9",M,12
PR,OUTRAS,HOSPITAL,"< 9",F,98
PR,OUTRAS,HOSPITAL,"< 9",I,1
PR,OUTRAS,HOSPITAL,"< 9",M,159
PR,OUTRAS,OUTRO,"< 9",F,2
PR,OUTRAS,OUTRO,"< 9",M,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PR,COVID,HOSPITAL,"< 9",F,11
PR,COVID,HOSPITAL,"< 9",M,13
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,18
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,28
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
PR,PNEUMONIA,HOSPITAL,"< 9",F,8
PR,PNEUMONIA,HOSPITAL,"< 9",M,12
PR,SEPTICEMIA,HOSPITAL,"< 9",F,54
PR,SEPTICEMIA,HOSPITAL,"< 9",I,1
PR,SEPTICEMIA,HOSPITAL,"< 9",M,57
PR,SEPTICEMIA,OUTRO,"< 9",F,2
PR,SEPTICEMIA,OUTRO,"< 9",M,1
PR,SRAG,HOSPITAL,"< 9",F,1
RJ,OUTRAS,DOMICILIO,"< 9",F,8
RJ,OUTRAS,DOMICILIO,"< 9",M,7
RJ,OUTRAS,HOSPITAL,"< 9",F,400
RJ,OUTRAS,HOSPITAL,"< 9",I,12
RJ,OUTRAS,HOSPITAL,"< 9",M,430
RJ,OUTRAS,IGNORADO,"< 9",F,1
RJ,OUTRAS,IGNORADO,"< 9",M,1
RJ,OUTRAS,OUTRO,"< 9",F,1
RJ,OUTRAS,OUTRO,"< 9",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,8
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,20
RJ,OUTRAS,VIA_PUBLICA,"< 9",M,2
RJ,COVID,HOSPITAL,"< 9",F,11
RJ,COVID,HOSPITAL,"< 9",M,17
RJ,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RJ,INDETERMINADA,DOMICILIO,"< 9",F,2
RJ,INDETERMINADA,HOSPITAL,"< 9",F,3
RJ,INDETERMINADA,HOSPITAL,"< 9",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,27
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,24
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,PNEUMONIA,DOMICILIO,"< 9",M,1
RJ,PNEUMONIA,HOSPITAL,"< 9",F,31
RJ,PNEUMONIA,HOSPITAL,"< 9",M,35
RJ,PNEUMONIA,OUTRO,"< 9",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,9
RJ,SEPTICEMIA,HOSPITAL,"< 9",F,129
RJ,SEPTICEMIA,HOSPITAL,"< 9",M,198
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
RJ,SRAG,HOSPITAL,"< 9",F,4
RJ,SRAG,HOSPITAL,"< 9",M,7
RN,OUTRAS,DOMICILIO,"< 9",F,1
RN,OUTRAS,DOMICILIO,"< 9",M,1
RN,OUTRAS,HOSPITAL,"< 9",F,25
RN,OUTRAS,HOSPITAL,"< 9",I,1
RN,OUTRAS,HOSPITAL,"< 9",M,62
RN,OUTRAS,VIA_PUBLICA,"< 9",M,1
RN,COVID,HOSPITAL,"< 9",F,7
RN,COVID,HOSPITAL,"< 9",M,7
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,7
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,7
RN,PNEUMONIA,HOSPITAL,"< 9",F,4
RN,PNEUMONIA,HOSPITAL,"< 9",M,2
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RN,SEPTICEMIA,HOSPITAL,"< 9",F,20
RN,SEPTICEMIA,HOSPITAL,"< 9",M,27
RN,SEPTICEMIA,IGNORADO,"< 9",M,1
RO,OUTRAS,DOMICILIO,"< 9",F,3
RO,OUTRAS,DOMICILIO,"< 9",M,1
RO,OUTRAS,HOSPITAL,"< 9",F,20
RO,OUTRAS,HOSPITAL,"< 9",M,21
RO,OUTRAS,VIA_PUBLICA,"< 9",M,1
RO,COVID,HOSPITAL,"< 9",F,1
RO,COVID,HOSPITAL,"< 9",M,3
RO,INDETERMINADA,DOMICILIO,"< 9",M,1
RO,INDETERMINADA,VIA_PUBLICA,"< 9",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,2
RO,PNEUMONIA,HOSPITAL,"< 9",F,2
RO,PNEUMONIA,HOSPITAL,"< 9",M,4
RO,SEPTICEMIA,HOSPITAL,"< 9",F,23
RO,SEPTICEMIA,HOSPITAL,"< 9",M,29
RR,OUTRAS,HOSPITAL,"< 9",F,15
RR,OUTRAS,HOSPITAL,"< 9",I,1
RR,OUTRAS,HOSPITAL,"< 9",M,15
RR,OUTRAS,VIA_PUBLICA,"< 9",M,1
RR,COVID,HOSPITAL,"< 9",F,1
RR,COVID,HOSPITAL,"< 9",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
RR,PNEUMONIA,HOSPITAL,"< 9",F,3
RR,PNEUMONIA,HOSPITAL,"< 9",M,2
RR,SEPTICEMIA,HOSPITAL,"< 9",F,6
RR,SEPTICEMIA,HOSPITAL,"< 9",M,11
RS,OUTRAS,DOMICILIO,"< 9",F,2
RS,OUTRAS,DOMICILIO,"< 9",M,9
RS,OUTRAS,HOSPITAL,"< 9",F,155
RS,OUTRAS,HOSPITAL,"< 9",I,5
RS,OUTRAS,HOSPITAL,"< 9",M,185
RS,OUTRAS,IGNORADO,"< 9",F,7
RS,OUTRAS,IGNORADO,"< 9",M,6
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,5
RS,OUTRAS,VIA_PUBLICA,"< 9",F,1
RS,COVID,HOSPITAL,"< 9",F,12
RS,COVID,HOSPITAL,"< 9",M,6
RS,COVID,IGNORADO,"< 9",M,1
RS,INDETERMINADA,HOSPITAL,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,20
RS,PNEUMONIA,HOSPITAL,"< 9",F,10
RS,PNEUMONIA,HOSPITAL,"< 9",M,16
RS,PNEUMONIA,IGNORADO,"< 9",M,2
RS,SEPTICEMIA,HOSPITAL,"< 9",F,64
RS,SEPTICEMIA,HOSPITAL,"< 9",M,83
RS,SEPTICEMIA,IGNORADO,"< 9",F,1
RS,SEPTICEMIA,IGNORADO,"< 9",M,1
RS,SRAG,HOSPITAL,"< 9",F,1
RS,SRAG,HOSPITAL,"< 9",M,1
SC,OUTRAS,DOMICILIO,"< 9",F,6
SC,OUTRAS,DOMICILIO,"< 9",M,8
SC,OUTRAS,HOSPITAL,"< 9",F,79
SC,OUTRAS,HOSPITAL,"< 9",M,101
SC,OUTRAS,OUTRO,"< 9",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
SC,OUTRAS,VIA_PUBLICA,"< 9",F,1
SC,COVID,DOMICILIO,"< 9",M,1
SC,COVID,HOSPITAL,"< 9",F,8
SC,COVID,HOSPITAL,"< 9",M,8
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,26
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,17
SC,PNEUMONIA,DOMICILIO,"< 9",M,1
SC,PNEUMONIA,HOSPITAL,"< 9",F,8
SC,PNEUMONIA,HOSPITAL,"< 9",M,15
SC,SEPTICEMIA,HOSPITAL,"< 9",F,31
SC,SEPTICEMIA,HOSPITAL,"< 9",M,46
SE,OUTRAS,DOMICILIO,"< 9",M,1
SE,OUTRAS,HOSPITAL,"< 9",F,51
SE,OUTRAS,HOSPITAL,"< 9",I,2
SE,OUTRAS,HOSPITAL,"< 9",M,43
SE,OUTRAS,IGNORADO,"< 9",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SE,COVID,DOMICILIO,"< 9",F,1
SE,COVID,HOSPITAL,"< 9",F,7
SE,COVID,HOSPITAL,"< 9",M,7
SE,INDETERMINADA,HOSPITAL,"< 9",F,1
SE,INDETERMINADA,HOSPITAL,"< 9",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,11
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SE,PNEUMONIA,HOSPITAL,"< 9",F,6
SE,PNEUMONIA,HOSPITAL,"< 9",M,5
SE,SEPTICEMIA,HOSPITAL,"< 9",F,15
SE,SEPTICEMIA,HOSPITAL,"< 9",M,20
SE,SRAG,HOSPITAL,"< 9",F,1
SE,SRAG,HOSPITAL,"< 9",M,1
SP,OUTRAS,DOMICILIO,"< 9",F,30
SP,OUTRAS,DOMICILIO,"< 9",I,1
SP,OUTRAS,DOMICILIO,"< 9",M,43
SP,OUTRAS,HOSPITAL,"< 9",F,951
SP,OUTRAS,HOSPITAL,"< 9",I,28
SP,OUTRAS,HOSPITAL,"< 9",M,1090
SP,OUTRAS,IGNORADO,"< 9",F,56
SP,OUTRAS,IGNORADO,"< 9",I,13
SP,OUTRAS,IGNORADO,"< 9",M,46
SP,OUTRAS,OUTRO,"< 9",F,8
SP,OUTRAS,OUTRO,"< 9",M,10
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,18
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,21
SP,OUTRAS,VIA_PUBLICA,"< 9",F,1
SP,OUTRAS,VIA_PUBLICA,"< 9",M,3
SP,COVID,DOMICILIO,"< 9",F,1
SP,COVID,HOSPITAL,"< 9",F,42
SP,COVID,HOSPITAL,"< 9",M,49
SP,COVID,IGNORADO,"< 9",F,3
SP,COVID,IGNORADO,"< 9",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,INDETERMINADA,DOMICILIO,"< 9",M,3
SP,INDETERMINADA,HOSPITAL,"< 9",F,5
SP,INDETERMINADA,HOSPITAL,"< 9",M,9
SP,INDETERMINADA,IGNORADO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,4
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,112
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,135
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
SP,PNEUMONIA,DOMICILIO,"< 9",F,3
SP,PNEUMONIA,DOMICILIO,"< 9",M,1
SP,PNEUMONIA,HOSPITAL,"< 9",F,53
SP,PNEUMONIA,HOSPITAL,"< 9",M,73
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SP,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
SP,SEPTICEMIA,DOMICILIO,"< 9",F,1
SP,SEPTICEMIA,HOSPITAL,"< 9",F,296
SP,SEPTICEMIA,HOSPITAL,"< 9",M,358
SP,SEPTICEMIA,IGNORADO,"< 9",F,1
SP,SEPTICEMIA,IGNORADO,"< 9",M,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,SRAG,HOSPITAL,"< 9",F,12
SP,SRAG,HOSPITAL,"< 9",M,14
TO,OUTRAS,DOMICILIO,"< 9",F,2
TO,OUTRAS,DOMICILIO,"< 9",M,3
TO,OUTRAS,HOSPITAL,"< 9",F,13
TO,OUTRAS,HOSPITAL,"< 9",I,1
TO,OUTRAS,HOSPITAL,"< 9",M,20
TO,OUTRAS,IGNORADO,"< 9",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
TO,COVID,HOSPITAL,"< 9",F,4
TO,COVID,HOSPITAL,"< 9",M,1
TO,INDETERMINADA,OUTRO,"< 9",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,2
TO,PNEUMONIA,DOMICILIO,"< 9",M,2
TO,PNEUMONIA,HOSPITAL,"< 9",F,2
TO,SEPTICEMIA,DOMICILIO,"< 9",M,1
TO,SEPTICEMIA,HOSPITAL,"< 9",F,11
TO,SEPTICEMIA,HOSPITAL,"< 9",M,22
TO,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
TO,SRAG,HOSPITAL,"< 9",F,1
TO,SRAG,HOSPITAL,"< 9",M,1
AC,OUTRAS,DOMICILIO,"10 - 19",F,1
AC,OUTRAS,DOMICILIO,"10 - 19",M,4
AC,OUTRAS,HOSPITAL,"10 - 19",F,1
AC,OUTRAS,HOSPITAL,"10 - 19",M,4
AC,OUTRAS,OUTRO,"10 - 19",F,2
AC,OUTRAS,OUTRO,"10 - 19",M,2
AC,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AC,COVID,HOSPITAL,"10 - 19",F,1
AC,COVID,HOSPITAL,"10 - 19",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AC,PNEUMONIA,HOSPITAL,"10 - 19",F,2
AC,PNEUMONIA,HOSPITAL,"10 - 19",M,1
AC,SEPTICEMIA,HOSPITAL,"10 - 19",F,5
AL,OUTRAS,DOMICILIO,"10 - 19",F,5
AL,OUTRAS,DOMICILIO,"10 - 19",M,2
AL,OUTRAS,HOSPITAL,"10 - 19",F,6
AL,OUTRAS,HOSPITAL,"10 - 19",M,15
AL,OUTRAS,OUTRO,"10 - 19",M,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
AL,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
AL,OUTRAS,VIA_PUBLICA,"10 - 19",M,13
AL,COVID,HOSPITAL,"10 - 19",F,1
AL,COVID,HOSPITAL,"10 - 19",M,6
AL,INDETERMINADA,HOSPITAL,"10 - 19",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AL,PNEUMONIA,HOSPITAL,"10 - 19",F,3
AL,PNEUMONIA,HOSPITAL,"10 - 19",M,2
AL,SEPTICEMIA,HOSPITAL,"10 - 19",F,4
AL,SEPTICEMIA,HOSPITAL,"10 - 19",M,3
AM,OUTRAS,DOMICILIO,"10 - 19",F,1
AM,OUTRAS,DOMICILIO,"10 - 19",M,6
AM,OUTRAS,HOSPITAL,"10 - 19",F,8
AM,OUTRAS,HOSPITAL,"10 - 19",M,16
AM,OUTRAS,OUTRO,"10 - 19",F,1
AM,OUTRAS,OUTRO,"10 - 19",M,10
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
AM,COVID,DOMICILIO,"10 - 19",F,1
AM,COVID,DOMICILIO,"10 - 19",M,1
AM,COVID,HOSPITAL,"10 - 19",F,8
AM,COVID,HOSPITAL,"10 - 19",M,3
AM,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
AM,INDETERMINADA,DOMICILIO,"10 - 19",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,3
AM,PNEUMONIA,HOSPITAL,"10 - 19",F,1
AM,PNEUMONIA,HOSPITAL,"10 - 19",M,3
AM,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
AM,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AM,SRAG,HOSPITAL,"10 - 19",F,1
AP,OUTRAS,HOSPITAL,"10 - 19",F,2
AP,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AP,PNEUMONIA,HOSPITAL,"10 - 19",M,1
AP,SEPTICEMIA,HOSPITAL,"10 - 19",M,1
BA,OUTRAS,DOMICILIO,"10 - 19",F,7
BA,OUTRAS,DOMICILIO,"10 - 19",I,1
BA,OUTRAS,DOMICILIO,"10 - 19",M,17
BA,OUTRAS,HOSPITAL,"10 - 19",F,17
BA,OUTRAS,HOSPITAL,"10 - 19",M,46
BA,OUTRAS,OUTRO,"10 - 19",F,2
BA,OUTRAS,OUTRO,"10 - 19",M,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,3
BA,OUTRAS,VIA_PUBLICA,"10 - 19",F,4
BA,OUTRAS,VIA_PUBLICA,"10 - 19",M,9
BA,COVID,DOMICILIO,"10 - 19",M,1
BA,COVID,HOSPITAL,"10 - 19",F,11
BA,COVID,HOSPITAL,"10 - 19",M,12
BA,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,5
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,7
BA,PNEUMONIA,DOMICILIO,"10 - 19",F,1
BA,PNEUMONIA,HOSPITAL,"10 - 19",F,4
BA,PNEUMONIA,HOSPITAL,"10 - 19",M,8
BA,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
BA,SEPTICEMIA,HOSPITAL,"10 - 19",F,9
BA,SEPTICEMIA,HOSPITAL,"10 - 19",M,14
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
BA,SRAG,HOSPITAL,"10 - 19",M,1
CE,OUTRAS,AMBULANCIA,"10 - 19",F,1
CE,OUTRAS,DOMICILIO,"10 - 19",F,4
CE,OUTRAS,DOMICILIO,"10 - 19",M,9
CE,OUTRAS,HOSPITAL,"10 - 19",F,17
CE,OUTRAS,HOSPITAL,"10 - 19",M,23
CE,OUTRAS,IGNORADO,"10 - 19",F,8
CE,OUTRAS,IGNORADO,"10 - 19",M,33
CE,OUTRAS,OUTRO,"10 - 19",F,4
CE,OUTRAS,OUTRO,"10 - 19",M,8
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
CE,OUTRAS,VIA_PUBLICA,"10 - 19",M,20
CE,COVID,HOSPITAL,"10 - 19",F,8
CE,COVID,HOSPITAL,"10 - 19",M,3
CE,COVID,IGNORADO,"10 - 19",F,2
CE,COVID,IGNORADO,"10 - 19",M,1
CE,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
CE,PNEUMONIA,HOSPITAL,"10 - 19",F,4
CE,PNEUMONIA,HOSPITAL,"10 - 19",M,8
CE,PNEUMONIA,IGNORADO,"10 - 19",M,2
CE,SEPTICEMIA,DOMICILIO,"10 - 19",M,2
CE,SEPTICEMIA,HOSPITAL,"10 - 19",F,5
CE,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
CE,SEPTICEMIA,IGNORADO,"10 - 19",M,1
CE,SRAG,DOMICILIO,"10 - 19",M,1
CE,SRAG,IGNORADO,"10 - 19",F,1
DF,OUTRAS,DOMICILIO,"10 - 19",M,1
DF,OUTRAS,HOSPITAL,"10 - 19",F,12
DF,OUTRAS,HOSPITAL,"10 - 19",M,20
DF,OUTRAS,OUTRO,"10 - 19",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
DF,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
DF,COVID,HOSPITAL,"10 - 19",F,2
DF,COVID,HOSPITAL,"10 - 19",M,1
DF,INDETERMINADA,HOSPITAL,"10 - 19",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
DF,PNEUMONIA,HOSPITAL,"10 - 19",F,3
DF,PNEUMONIA,HOSPITAL,"10 - 19",M,1
DF,SEPTICEMIA,HOSPITAL,"10 - 19",F,1
DF,SEPTICEMIA,HOSPITAL,"10 - 19",M,3
ES,OUTRAS,DOMICILIO,"10 - 19",F,1
ES,OUTRAS,DOMICILIO,"10 - 19",M,4
ES,OUTRAS,HOSPITAL,"10 - 19",F,12
ES,OUTRAS,HOSPITAL,"10 - 19",M,18
ES,OUTRAS,OUTRO,"10 - 19",F,1
ES,OUTRAS,OUTRO,"10 - 19",M,10
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
ES,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
ES,OUTRAS,VIA_PUBLICA,"10 - 19",M,11
ES,COVID,HOSPITAL,"10 - 19",F,3
ES,COVID,HOSPITAL,"10 - 19",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,3
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
ES,PNEUMONIA,DOMICILIO,"10 - 19",M,2
ES,PNEUMONIA,HOSPITAL,"10 - 19",F,4
ES,PNEUMONIA,HOSPITAL,"10 - 19",M,2
ES,SEPTICEMIA,HOSPITAL,"10 - 19",F,7
ES,SEPTICEMIA,HOSPITAL,"10 - 19",M,3
GO,OUTRAS,DOMICILIO,"10 - 19",M,5
GO,OUTRAS,HOSPITAL,"10 - 19",F,11
GO,OUTRAS,HOSPITAL,"10 - 19",M,33
GO,OUTRAS,IGNORADO,"10 - 19",M,2
GO,OUTRAS,OUTRO,"10 - 19",F,1
GO,OUTRAS,OUTRO,"10 - 19",M,5
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
GO,OUTRAS,VIA_PUBLICA,"10 - 19",F,3
GO,OUTRAS,VIA_PUBLICA,"10 - 19",M,5
GO,COVID,HOSPITAL,"10 - 19",F,8
GO,COVID,HOSPITAL,"10 - 19",M,2
GO,COVID,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
GO,INDETERMINADA,HOSPITAL,"10 - 19",F,1
GO,INDETERMINADA,HOSPITAL,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,5
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",F,1
GO,PNEUMONIA,HOSPITAL,"10 - 19",F,3
GO,PNEUMONIA,HOSPITAL,"10 - 19",M,4
GO,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
GO,SEPTICEMIA,HOSPITAL,"10 - 19",M,5
